| Generic Name | Targetmine URL |
|TESTOSTERONE HEMISUCCINATE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=TESTOSTERONE+HEMISUCCINATE|
|{(2Z)-3-[(6-chloropyridin-3-yl)methyl]-1,3-thiazolidin-2-ylidene}cyanamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm={(2Z)-3-[(6-chloropyridin-3-yl)methyl]-1,3-thiazolidin-2-ylidene}cyanamide|
|THIAMPHENICOL|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=THIAMPHENICOL|
|4-(4-CHLORO-PHENYL)-1-{3-[2-(4-FLUORO-PHENYL)-[1,3]DITHIOLAN-2-YL]-PROPYL}-PIPERIDIN-4-OL|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=4-(4-CHLORO-PHENYL)-1-{3-[2-(4-FLUORO-PHENYL)-[1,3]DITHIOLAN-2-YL]-PROPYL}-PIPERIDIN-4-OL|
|2-[CARBOXY-(2-THIOPHEN-2-YL-ACETYLAMINO)-METHYL]-5-METHYLENE-5,6-DIHYDRO-2H-[1,3]THIAZINE-4-CARBOXYLIC ACID|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2-[CARBOXY-(2-THIOPHEN-2-YL-ACETYLAMINO)-METHYL]-5-METHYLENE-5,6-DIHYDRO-2H-[1,3]THIAZINE-4-CARBOXYLIC+ACID|
|BENZOTHIAZOLE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=BENZOTHIAZOLE|
|Thiorphan|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Thiorphan|
|(5R)-4-HYDROXY-3,5-DIMETHYL-5-[(1E,3E)-2-METHYLPENTA-1,3-DIENYL]THIOPHEN-2(5H)-ONE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(5R)-4-HYDROXY-3,5-DIMETHYL-5-[(1E,3E)-2-METHYLPENTA-1,3-DIENYL]THIOPHEN-2(5H)-ONE|
|(5R)-5-[(1E)-BUTA-1,3-DIENYL]-4-HYDROXY-3,5-DIMETHYLTHIOPHEN-2(5H)-ONE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(5R)-5-[(1E)-BUTA-1,3-DIENYL]-4-HYDROXY-3,5-DIMETHYLTHIOPHEN-2(5H)-ONE|
|N1-(2-AMINO-4-METHYLPENTYL)OCTAHYDRO-PYRROLO[1,2-A] PYRIMIDINE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=N1-(2-AMINO-4-METHYLPENTYL)OCTAHYDRO-PYRROLO[1,2-A]+PYRIMIDINE|
|N-(4-CHLOROPHENYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=N-(4-CHLOROPHENYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE|
|1,3,5-BENZENETRICARBOXYLIC ACID|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=1,3,5-BENZENETRICARBOXYLIC+ACID|
|(CHLOROACETYL)CARBAMIC ACID (3R,4S,5S,5R)-5-METHOXY-4-[(2R,3R)-2-METHYL-3-(3-METHYL-2-BUTENYL)OXIRANYL]-1-OXASPIRO[2.5]OCT-6-YL ESTER|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(CHLOROACETYL)CARBAMIC+ACID+(3R,4S,5S,5R)-5-METHOXY-4-[(2R,3R)-2-METHYL-3-(3-METHYL-2-BUTENYL)OXIRANYL]-1-OXASPIRO[2.5]OCT-6-YL+ESTER|
|6-BENZYL-1-BENZYLOXYMETHYL-5-ISOPROPYL URACIL|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=6-BENZYL-1-BENZYLOXYMETHYL-5-ISOPROPYL+URACIL|
|N-(TRANS-4'-NITRO-4-STILBENYL)-N-METHYL-5-AMINO-PENTANOIC ACID|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=N-(TRANS-4'-NITRO-4-STILBENYL)-N-METHYL-5-AMINO-PENTANOIC+ACID|
|(3E)-4-(2-HYDROXYPHENYL)-2-OXOBUT-3-ENOIC ACID|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(3E)-4-(2-HYDROXYPHENYL)-2-OXOBUT-3-ENOIC+ACID|
|4-(2-METHOXYPHENYL)-2-OXOBUT-3-ENOIC ACID|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=4-(2-METHOXYPHENYL)-2-OXOBUT-3-ENOIC+ACID|
|2-AMINO-3-(1-HYDROPEROXY-1H-INDOL-3-YL)PROPAN-1-OL|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2-AMINO-3-(1-HYDROPEROXY-1H-INDOL-3-YL)PROPAN-1-OL|
|4-[4-(2,4,6-TRIMETHYL-PHENYLAMINO)-PYRIMIDIN-2-YLAMINO]-BENZONITRILE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=4-[4-(2,4,6-TRIMETHYL-PHENYLAMINO)-PYRIMIDIN-2-YLAMINO]-BENZONITRILE|
|(2S,3S)-3-FORMYL-2-({[(4-METHYLPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(2S,3S)-3-FORMYL-2-({[(4-METHYLPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC+ACID|
|(2S,3S)-3-FORMYL-2-({[(4-NITROPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(2S,3S)-3-FORMYL-2-({[(4-NITROPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC+ACID|
|(2R,6S)-6-{[methyl(3,4,5-trimethoxyphenyl)amino]methyl}-1,2,5,6,7,8-hexahydroquinazoline-2,4-diamine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(2R,6S)-6-{[methyl(3,4,5-trimethoxyphenyl)amino]methyl}-1,2,5,6,7,8-hexahydroquinazoline-2,4-diamine|
|2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC+ACID+METHYL+ESTER|
|{1-[2-(1-FORMYL-PROPYL)-3-METHANESULFONYLAMINO-PYRROLIDINE-1-CARBONYL]-2-METHYL-PROPYL}-CARBAMIC ACID TERT-BUTYL ESTER|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm={1-[2-(1-FORMYL-PROPYL)-3-METHANESULFONYLAMINO-PYRROLIDINE-1-CARBONYL]-2-METHYL-PROPYL}-CARBAMIC+ACID+TERT-BUTYL+ESTER|
|6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE+1,1-DIOXIDE|
|TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL|
|TRAZEOLIDE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=TRAZEOLIDE|
|8-HYDROXY-2-OXA-BICYCLO[3.3.1]NON-6-ENE-3,5-DICARBOXYLIC ACID|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=8-HYDROXY-2-OXA-BICYCLO[3.3.1]NON-6-ENE-3,5-DICARBOXYLIC+ACID|
|(1S)-1-AMINO-2-(1H-INDOL-3-YL)ETHANOL|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(1S)-1-AMINO-2-(1H-INDOL-3-YL)ETHANOL|
|(1R,3S,5S,8R)-8-HYDROXY-2-OXABICYCLO[3.3.1]NON-6-ENE-3,5-DICARBOXYLIC ACID|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(1R,3S,5S,8R)-8-HYDROXY-2-OXABICYCLO[3.3.1]NON-6-ENE-3,5-DICARBOXYLIC+ACID|
|3'-THIO-THYMIDINE-5'-PHOSPHATE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=3'-THIO-THYMIDINE-5'-PHOSPHATE|
|2-(1H-INDOL-3-YL)ACETAMIDE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2-(1H-INDOL-3-YL)ACETAMIDE|
|2-(1H-INDOL-3-YL)ETHANAMINE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2-(1H-INDOL-3-YL)ETHANAMINE|
|TRANS-(1S,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=TRANS-(1S,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL|
|9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE|
|5-amino-2-methyl-N-[(1R)-1-naphthalen-1-ylethyl]benzamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=5-amino-2-methyl-N-[(1R)-1-naphthalen-1-ylethyl]benzamide|
|2-(4-(2-((3-(5-(PYRIDIN-2-YLTHIO)THIAZOL-2-YL)UREIDO)METHYL)-1H-IMIDAZOL-4-YL)PHENOXY)ACETIC ACID|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2-(4-(2-((3-(5-(PYRIDIN-2-YLTHIO)THIAZOL-2-YL)UREIDO)METHYL)-1H-IMIDAZOL-4-YL)PHENOXY)ACETIC+ACID|
|ETHYL HYDROGEN DIETHYLAMIDOPHOSPHATE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=ETHYL+HYDROGEN+DIETHYLAMIDOPHOSPHATE|
|2-(hydrazinocarbonyl)-3-phenyl-1H-indole-5-sulfonamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2-(hydrazinocarbonyl)-3-phenyl-1H-indole-5-sulfonamide|
|1,2,5,8-tetrahydroxyanthracene-9,10-dione|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=1,2,5,8-tetrahydroxyanthracene-9,10-dione|
|1-(2,5-dideoxy-5-pyrrolidin-1-yl-beta-L-erythro-pentofuranosyl)-5-methylpyrimidine-2,4(1H,3H)-dione|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=1-(2,5-dideoxy-5-pyrrolidin-1-yl-beta-L-erythro-pentofuranosyl)-5-methylpyrimidine-2,4(1H,3H)-dione|
|3-[1-(4-BROMO-PHENYL)-2-METHYL-PROPYL]-4-HYDROXY-CHROMEN-2-ONE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=3-[1-(4-BROMO-PHENYL)-2-METHYL-PROPYL]-4-HYDROXY-CHROMEN-2-ONE|
|4-HYDROXY-7-METHOXY-3-(1-PHENYL-PROPYL)-CHROMEN-2-ONE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=4-HYDROXY-7-METHOXY-3-(1-PHENYL-PROPYL)-CHROMEN-2-ONE|
|({3-[1-(4-HYDROXY-2-OXO-2H-CHROMEN-3-YL)-PROPYL]-PHENYLCARBAMOYL}-METHYL)-CARBAMIC ACID TERT-BUTYL ESTER|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=({3-[1-(4-HYDROXY-2-OXO-2H-CHROMEN-3-YL)-PROPYL]-PHENYLCARBAMOYL}-METHYL)-CARBAMIC+ACID+TERT-BUTYL+ESTER|
|6,11-DIHYDRO-11-ETHYL-6-METHYL-9-NITRO-5H-PYRIDO[2,3-B][1,5]BENZODIAZEPIN-5-ONE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=6,11-DIHYDRO-11-ETHYL-6-METHYL-9-NITRO-5H-PYRIDO[2,3-B][1,5]BENZODIAZEPIN-5-ONE|
|5-IMINO-4-(3-TRIFLUOROMETHYL-PHENYLAZO)-5H-PYRAZOL-3-YLAMINE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=5-IMINO-4-(3-TRIFLUOROMETHYL-PHENYLAZO)-5H-PYRAZOL-3-YLAMINE|
|4-(4-FLUORO-PHENYLAZO)-5-IMINO-5H-PYRAZOL-3-YLAMINE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=4-(4-FLUORO-PHENYLAZO)-5-IMINO-5H-PYRAZOL-3-YLAMINE|
|3-(5-AMINO-3-IMINO-3H-PYRAZOL-4-YLAZO)-BENZOIC ACID|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=3-(5-AMINO-3-IMINO-3H-PYRAZOL-4-YLAZO)-BENZOIC+ACID|
|METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-METHYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=METHYL+N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-METHYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE|
|METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-ISOPROPYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=METHYL+N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-ISOPROPYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE|
|5-IMINO-4-(2-TRIFLUOROMETHYL-PHENYLAZO)-5H-PYRAZOL-3-YLAMINE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=5-IMINO-4-(2-TRIFLUOROMETHYL-PHENYLAZO)-5H-PYRAZOL-3-YLAMINE|
|4-[(3R)-3-{[2-(4-FLUOROPHENYL)-2-OXOETHYL]AMINO}BUTYL]BENZAMIDE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=4-[(3R)-3-{[2-(4-FLUOROPHENYL)-2-OXOETHYL]AMINO}BUTYL]BENZAMIDE|
|4-[(5-ISOPROPYL-1,3-THIAZOL-2-YL)AMINO]BENZENESULFONAMIDE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=4-[(5-ISOPROPYL-1,3-THIAZOL-2-YL)AMINO]BENZENESULFONAMIDE|
|(20S)-19,20,21,22-TETRAHYDRO-19-OXO-5H-18,20-ETHANO-12,14-ETHENO-6,10-METHENO-18H-BENZ[D]IMIDAZO[4,3-K][1,6,9,12]OXATRIAZA-CYCLOOCTADECOSINE-9-CARBONITRILE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(20S)-19,20,21,22-TETRAHYDRO-19-OXO-5H-18,20-ETHANO-12,14-ETHENO-6,10-METHENO-18H-BENZ[D]IMIDAZO[4,3-K][1,6,9,12]OXATRIAZA-CYCLOOCTADECOSINE-9-CARBONITRILE|
|(6E)-7-{6-[(1E)-OCT-1-ENYL]-2,3-DIAZABICYCLO[2.2.1]HEPT-2-EN-5-YL}HEPT-6-ENOIC ACID|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(6E)-7-{6-[(1E)-OCT-1-ENYL]-2,3-DIAZABICYCLO[2.2.1]HEPT-2-EN-5-YL}HEPT-6-ENOIC+ACID|
|(20S)-19,20,22,23-TETRAHYDRO-19-OXO-5H,21H-18,20-ETHANO-12,14-ETHENO-6,10-METHENOBENZ[D]IMIDAZO[4,3-L][1,6,9,13]OXATRIAZACYCLONOADECOSINE-9-CARBONITRILE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(20S)-19,20,22,23-TETRAHYDRO-19-OXO-5H,21H-18,20-ETHANO-12,14-ETHENO-6,10-METHENOBENZ[D]IMIDAZO[4,3-L][1,6,9,13]OXATRIAZACYCLONOADECOSINE-9-CARBONITRILE|
|N-(5-ISOPROPYL-THIAZOL-2-YL)-2-PYRIDIN-3-YL-ACETAMIDE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=N-(5-ISOPROPYL-THIAZOL-2-YL)-2-PYRIDIN-3-YL-ACETAMIDE|
|(4-ETHYLPHENYL)SULFAMIC ACID|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(4-ETHYLPHENYL)SULFAMIC+ACID|
|2-METHYL-FURAN-3-CARBOTHIOIC ACID [4-CHLORO-3-(3-METHYL-BUT-2-ENYLOXY)-PHENYL]-AMIDE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2-METHYL-FURAN-3-CARBOTHIOIC+ACID+[4-CHLORO-3-(3-METHYL-BUT-2-ENYLOXY)-PHENYL]-AMIDE|
|N-[4-CLORO-3-(T-BUTYLOXOME)PHENYL-2-METHYL-3-FURAN-CARBOTHIAMIDE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=N-[4-CLORO-3-(T-BUTYLOXOME)PHENYL-2-METHYL-3-FURAN-CARBOTHIAMIDE|
|1-METHYL ETHYL 2-CHLORO-5-[[[(1-METHYLETHOXY)THIOOXO]METHYL]AMINO]-BENZOATE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=1-METHYL+ETHYL+2-CHLORO-5-[[[(1-METHYLETHOXY)THIOOXO]METHYL]AMINO]-BENZOATE|
|1-METHYL ETHYL 1-CHLORO-5-[[(5,6DIHYDRO-2-METHYL-1,4-OXATHIIN-3-YL)CARBONYL]AMINO]BENZOATE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=1-METHYL+ETHYL+1-CHLORO-5-[[(5,6DIHYDRO-2-METHYL-1,4-OXATHIIN-3-YL)CARBONYL]AMINO]BENZOATE|
|REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE|
|O-DECYL HYDROGEN THIOCARBONATE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=O-DECYL+HYDROGEN+THIOCARBONATE|
|1-(1,4-dimethyl-1,2,3,4-tetrahydroquinoxalin-6-yl)methanamine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=1-(1,4-dimethyl-1,2,3,4-tetrahydroquinoxalin-6-yl)methanamine|
|5,6,7,8,9,10-HEXAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOOCTA[B]PYRAN-2-ONE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=5,6,7,8,9,10-HEXAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOOCTA[B]PYRAN-2-ONE|
|N-[(1-CHLORO-4-HYDROXYISOQUINOLIN-3-YL)CARBONYL]GLYCINE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=N-[(1-CHLORO-4-HYDROXYISOQUINOLIN-3-YL)CARBONYL]GLYCINE|
|undecan-2-one|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=undecan-2-one|
|UBIQUINONE-1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=UBIQUINONE-1|
|UBIQUINONE-2|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=UBIQUINONE-2|
|ethyl 3-[(E)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1H-indole-2-carboxylate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=ethyl+3-[(E)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1H-indole-2-carboxylate|
|D-1-(4-CHLOROPHENYL)-2-(ACETAMIDO)ETHANE BORONIC ACID|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=D-1-(4-CHLOROPHENYL)-2-(ACETAMIDO)ETHANE+BORONIC+ACID|
|L-1-(4-CHLOROPHENYL)-2-(ACETAMIDO)ETHANE BORONIC ACID|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=L-1-(4-CHLOROPHENYL)-2-(ACETAMIDO)ETHANE+BORONIC+ACID|
|9-amino-5-(2-aminopyrimidin-4-yl)pyrido[3',2':4,5]pyrrolo[1,2-c]pyrimidin-4-ol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=9-amino-5-(2-aminopyrimidin-4-yl)pyrido[3',2':4,5]pyrrolo[1,2-c]pyrimidin-4-ol|
|3-(4-nitrophenyl)-1H-pyrazole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=3-(4-nitrophenyl)-1H-pyrazole|
|5-{2-[1-(1-METHYL-PROPYL)-7A-METHYL-OCTAHYDRO-INDEN-4-YLIDENE]-ETHYLIDENE}-2-METHYLENE-CYCLOHEXANE-1,3-DIOL|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=5-{2-[1-(1-METHYL-PROPYL)-7A-METHYL-OCTAHYDRO-INDEN-4-YLIDENE]-ETHYLIDENE}-2-METHYLENE-CYCLOHEXANE-1,3-DIOL|
|4-(2-aminoethoxy)-N-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=4-(2-aminoethoxy)-N-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide|
|1-[(3S)-5-PHENYL-3-THIOPHEN-2-YL-3H-1,4-BENZODIAZEPIN-2-YL]AZETIDIN-3-OL|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=1-[(3S)-5-PHENYL-3-THIOPHEN-2-YL-3H-1,4-BENZODIAZEPIN-2-YL]AZETIDIN-3-OL|
|1-tert-butyl-3-(3-methylbenzyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=1-tert-butyl-3-(3-methylbenzyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine|
|3-[(1R)-1-(2,6-dichloro-3-fluorophenyl)ethoxy]-5-(1-piperidin-4-yl-1H-pyrazol-4-yl)pyridin-2-amine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=3-[(1R)-1-(2,6-dichloro-3-fluorophenyl)ethoxy]-5-(1-piperidin-4-yl-1H-pyrazol-4-yl)pyridin-2-amine|
|2-(3-BROMOPHENYL)-6-[(2-HYDROXYETHYL)AMINO]-1H-BENZO[DE]ISOQUINOLINE-1,3(2H)-DIONE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2-(3-BROMOPHENYL)-6-[(2-HYDROXYETHYL)AMINO]-1H-BENZO[DE]ISOQUINOLINE-1,3(2H)-DIONE|
|12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12H)-one|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12H)-one|
|[[(3R,4R,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-(pentanoylamino)oxan-2-ylidene]amino] N-phenylcarbamate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=[[(3R,4R,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-(pentanoylamino)oxan-2-ylidene]amino]+N-phenylcarbamate|
|6-(5-BROMO-2-HYDROXYPHENYL)-2-OXO-4-PHENYL-1,2-DIHYDROPYRIDINE-3-CARBONITRILE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=6-(5-BROMO-2-HYDROXYPHENYL)-2-OXO-4-PHENYL-1,2-DIHYDROPYRIDINE-3-CARBONITRILE|
|(2S)-({(5Z)-5-[(5-ETHYL-2-FURYL)METHYLENE]-4-OXO-4,5-DIHYDRO-1,3-THIAZOL-2-YL}AMINO)(4-FLUOROPHENYL)ACETIC ACID|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(2S)-({(5Z)-5-[(5-ETHYL-2-FURYL)METHYLENE]-4-OXO-4,5-DIHYDRO-1,3-THIAZOL-2-YL}AMINO)(4-FLUOROPHENYL)ACETIC+ACID|
|4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine|
|N-cyclohexyl-3-[3-(trifluoromethyl)phenyl][1,2,4]triazolo[4,3-b]pyridazin-6-amine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=N-cyclohexyl-3-[3-(trifluoromethyl)phenyl][1,2,4]triazolo[4,3-b]pyridazin-6-amine|
|2,3-diphenyl-1H-indole-7-carboxylic acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2,3-diphenyl-1H-indole-7-carboxylic+acid|
|(5Z)-5-[(5-ETHYL-2-FURYL)METHYLENE]-2-{[(S)-(4-FLUOROPHENYL)(1H-TETRAZOL-5-YL)METHYL]AMINO}-1,3-THIAZOL-4(5H)-ONE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(5Z)-5-[(5-ETHYL-2-FURYL)METHYLENE]-2-{[(S)-(4-FLUOROPHENYL)(1H-TETRAZOL-5-YL)METHYL]AMINO}-1,3-THIAZOL-4(5H)-ONE|
|VANILLATE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=VANILLATE|
|11-[(MERCAPTOCARBONYL)OXY]UNDECANOIC ACID|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=11-[(MERCAPTOCARBONYL)OXY]UNDECANOIC+ACID|
